customer_id,entity_type,first_name,last_name,tin,address,city,state,zip,dob
cust_000090,Corporation,"Benjamin, Webb and Wong",,21-1783038,46624 Kenneth Coves,Juliaville,MP,29743,2003-03-21
cust_000091,Individual,Joe,Case,857-60-2158,234 Stacey Place,Port Jamesmouth,OR,27036,1976-11-14
cust_000092,Individual,Robin,Henson,806-38-8666,726 Richard Meadows,East Lauriestad,NH,54218,1943-11-10
cust_000093,Individual,Kimberly,Jones,522-42-1641,4499 Hicks Route,North Melissa,DC,84388,1953-01-28
cust_000094,Individual,Karen,Newman,774-52-3278,708 Valencia Corners,South Travismouth,MS,95663,1984-10-14
cust_000095,Individual,Barbara,Johnson,569-93-9680,8183 Miller Views,Nathanielview,FM,63798,1948-06-21
cust_000096,Individual,Joseph,Hammond,033-49-3898,7909 Howard Landing Suite 939,East Markland,AZ,97255,1941-05-31
cust_000097,LLC,"Collins, Franklin and Durham",,12-8129725,504 Susan Shoal Suite 528,West Cory,MN,10013,2020-02-10
cust_000098,Individual,Benjamin,Morton,553-02-8769,581 Ayers Summit,Steelemouth,FM,39072,1956-02-22
cust_000099,Individual,Gregory,Mcdaniel,116-49-6611,947 Tamara Dale Suite 509,Keithmouth,UT,55348,2005-08-22
cust_000100,Individual,Rachel,Briggs,492-97-6581,9955 Wheeler Cliffs,South Kaitlyntown,MA,37281,1993-08-20
cust_000101,Individual,Kevin,Cox,273-17-2223,80242 Bridget Crossroad,Stephenmouth,KY,67903,1994-02-25
cust_000102,Individual,Brooke,Mcguire,583-03-5033,343 Wendy Lodge Suite 044,Dianachester,MA,50839,1976-10-27
cust_000103,Corporation,"Lucas, Campbell and Barnett",,80-5283307,3813 Sara Flat Apt. 419,Lisaport,FM,21192,2017-09-30
cust_000104,Individual,Kelly,Knight,505-94-5718,922 Heather Course,Port Bethany,AR,12095,2007-09-07
cust_000105,LLC,"Mann, Jones and Lewis",,77-5211477,05217 Mejia Tunnel Suite 275,East Andrewport,NY,40034,2015-05-21
cust_000106,Individual,Daniel,Ross,298-41-8518,32570 Bell Glen,East Ruthberg,AR,15503,1994-08-14
cust_000107,Individual,Todd,Cross,240-57-6781,937 James Trace Apt. 387,Dalemouth,IN,19517,1980-02-02
cust_000108,Individual,Catherine,Cardenas,199-99-5245,120 Nicole River,Lake Keith,AL,83928,1944-01-09
cust_000109,Corporation,"Schroeder, Mcclain and Murray",,04-8897675,092 Wayne Creek,Tammyview,FM,73424,2015-02-10
cust_000110,Corporation,Carpenter Group,,60-4533955,5711 Matthew Motorway,Jamesside,ID,11503,2007-03-21
cust_000111,LLC,Young-Jones,,94-4379236,165 Jackson Curve Apt. 757,North Kevin,AL,57972,2006-04-23
cust_000112,Individual,Christian,Walsh,434-69-7137,43658 Cooper Drive Suite 951,Port Jack,UT,32006,2001-04-07
cust_000113,Individual,Daniel,Johnson,057-52-7894,6110 Lauren Hill Suite 718,Gracemouth,AS,24319,1968-05-06
cust_000114,Individual,Hannah,Myers,157-75-1526,60918 Mary Fords Apt. 378,Lake Richardside,NH,22540,1974-08-18
cust_000115,Corporation,"Lambert, Hatfield and Obrien",,74-5758633,45760 Parks Flat,South Derek,KY,75959,2011-10-03
cust_000116,Individual,Theodore,Miller,051-63-0177,4693 Arnold Mills,East Michealfurt,PR,86306,1985-07-12
cust_000117,Corporation,Adams Group,,12-4511737,4252 Moore Canyon Apt. 961,Deborahport,MI,66850,2007-02-27
cust_000118,Individual,Angelica,Wilson,737-87-3078,17907 Abigail Lodge,Michaelfurt,SD,24978,1995-03-29
cust_000119,Individual,Ryan,Sharp,105-78-3507,75507 Bryan Lake Apt. 356,Benderview,MD,85242,1965-03-19
cust_000120,Individual,Rachael,Fernandez,787-98-9234,614 Duke Island Apt. 244,Port Jose,GA,60150,1941-09-11
cust_000121,Individual,Heather,Chang,145-23-0977,65287 Moreno Spurs Apt. 443,Joshuaville,ID,55929,1982-10-15
cust_000122,Individual,Amber,Davis,166-17-9432,657 Michelle Stream,Powellside,NC,81733,1944-02-17
cust_000123,Corporation,"Sanders, Mathis and Oliver",,98-6235943,2397 Bowers Freeway Apt. 945,North Justinstad,NM,02913,2026-01-04
cust_000124,Individual,Holly,Ray,718-61-3440,3329 Rebecca Garden Apt. 694,Jeremiahton,AR,92004,1971-09-27
cust_000125,Corporation,Wilson Group,,83-5669460,16083 Diana Mountain Suite 141,Lake Anthonymouth,MO,55308,2016-12-25
cust_000126,Individual,Cody,Ortiz,167-88-1705,818 Lewis Station,East Sabrina,OK,13636,1955-09-12
cust_000127,Individual,Nicole,Pearson,403-88-2441,822 Alfred Point,North Kristen,OH,96990,1957-08-30
cust_000128,Partnership,Fowler LLC,,58-8051201,27180 Gibbs Drive Suite 613,South Ronald,TN,40393,2021-04-11
cust_000129,Corporation,Carter Inc,,85-8450183,68993 Savannah Plains,Emilyland,HI,78160,2021-05-08
cust_000130,Individual,Amy,Ware,406-74-1504,449 Erica Points,Johnberg,KY,22897,1996-02-27
cust_000131,Individual,Anne,Parsons,005-20-7224,141 Santana Stravenue Apt. 042,Stevenfurt,RI,52002,1936-08-21
cust_000132,Individual,Brianna,Wagner,488-36-4635,11229 Sandra Ridges Suite 881,Stephensfort,ND,88492,1998-02-03
cust_000133,Individual,Curtis,Torres,670-65-5520,18218 Victor Cove Suite 318,Port Kayla,VI,07238,1946-05-26
cust_000134,Individual,Whitney,Arnold,433-35-6949,2139 Trevor Bridge,Keithport,MH,32832,1974-01-29
cust_000135,Individual,Mary,Benitez,886-40-1128,2792 Mcdonald Stravenue Apt. 629,Joshuaport,NY,45591,1938-03-26
cust_000136,Individual,Brittany,Morris,820-04-7906,525 William Cape,Michaelstad,OH,31173,1950-03-15
cust_000137,Corporation,Turner-Smith,,26-5698812,03181 Watts Streets Apt. 178,East Garrettview,PA,45862,2024-02-26
cust_000138,LLC,Riley and Sons,,48-2974241,777 Kendra Fords,West Sarahstad,UT,05338,2018-07-28
cust_000139,Individual,Bailey,Andrews,624-31-3387,337 Ruiz Spring,East Kendra,AR,47043,2002-03-07
cust_000140,Individual,Robert,Hess,040-66-6923,78856 Nicholas Grove Apt. 950,Thomasberg,CT,44982,1969-03-23
cust_000141,LLC,Smith PLC,,80-6800629,85762 Amanda Extension,Hodgeston,MN,91675,2012-10-25
cust_000142,Corporation,"Aguilar, Ramirez and Scott",,93-4261183,7651 Kennedy Expressway,Morrisview,DC,93328,2018-08-30
cust_000143,Individual,Jonathan,Martin,861-37-7003,063 Stevens Islands,Vaughnshire,MS,02239,2004-10-03
cust_000144,Individual,Kathy,Hill,475-27-7194,462 Matthew Meadows Apt. 078,Royville,CT,59812,1949-01-27
cust_000145,Partnership,"Morrison, Morris and Lewis",,05-8891454,631 Joshua Landing,Ortizberg,KS,76505,2013-09-10
cust_000146,Individual,Edward,Turner,872-68-5438,8910 Brown Plain,North Rachel,MN,59063,2000-06-12
cust_000147,Individual,Phillip,Hall,443-62-7574,47328 Gary Extensions,Wardborough,NM,16621,1946-11-19
cust_000148,Individual,Matthew,Johnson,874-73-5270,299 Wright Inlet Apt. 563,South Nicholas,WI,08579,1983-06-10
cust_000149,LLC,Woodard and Sons,,74-6461290,64486 Kimberly Shoal Suite 856,Katieton,PR,55349,2024-05-05
cust_000150,Individual,Kristin,Watkins,402-12-4059,161 Joshua Glen Suite 285,Gabrielleland,CO,30979,2002-04-27
cust_000151,Individual,Anna,Shaw,243-09-4664,54286 Jennifer Union Apt. 622,West Lee,UT,03736,1957-05-02
cust_000152,Individual,James,Chen,858-88-1917,796 Howard Spur Apt. 893,North Elizabeth,TX,15534,1959-04-19
cust_000153,LLC,Hall-Allen,,46-2011606,93266 Duncan Glen Suite 618,East Bonnie,MN,43037,2007-11-19
cust_000154,Corporation,Patel Inc,,98-4478536,46392 Michael Bypass,West Meghan,NY,32881,2006-10-03
cust_000155,Corporation,Suarez-Santiago,,54-5142340,839 Munoz Hills Suite 466,New Davidchester,ID,25997,2016-05-30
cust_000156,Individual,Thomas,Brown,674-26-5433,1455 Katherine Mountain,Mendozatown,NH,94854,1952-10-03
cust_000157,Individual,Joshua,Vang,300-37-4144,180 Fernandez Port Suite 486,Bryanttown,NM,37847,1935-11-14
cust_000158,Individual,Benjamin,Collins,869-89-8613,4865 Davis Dale Apt. 815,Port Anna,MP,90350,2006-09-26
cust_000159,Individual,Steven,Riggs,390-06-7957,60598 Wilson Keys Apt. 737,Hartport,MH,83962,1936-11-18
cust_000160,Individual,Larry,Wells,859-77-4577,2339 Austin Route,Scottfurt,UT,17359,1955-05-16
cust_000161,Individual,Joanna,Wong,832-21-5331,508 Flores Ramp Suite 060,East Jasonton,ID,08452,1954-09-27
cust_000162,Corporation,"Young, Miller and Williams",,51-6653167,12131 Marissa Harbors Apt. 801,Jamesland,WV,45209,2011-04-21
cust_000163,Individual,Robert,Phillips,535-02-6266,08240 George Springs Apt. 172,Gouldbury,RI,44125,1978-09-24
cust_000164,Individual,Nathaniel,Davis,880-24-7497,20612 Aaron Crest,Andreafurt,ID,01424,1981-09-18
cust_000165,Individual,Joseph,Wood,128-41-5363,04103 Jessica Summit,Milesside,IL,12146,1960-10-13
cust_000166,LLC,"Garcia, Coffey and Bowers",,45-2991932,3766 Gomez Tunnel,North Marcus,NE,18968,2002-11-15
cust_000167,Individual,Michael,Lamb,825-31-9440,257 Rodriguez Cove Apt. 173,Williamsshire,CO,55537,1982-06-06
cust_000168,Individual,Glen,May,835-93-9811,7090 Kristin Path Suite 036,New Rebecca,FL,44481,1944-03-18
cust_000169,LLC,"Hoffman, Clark and Harrington",,81-4849455,38105 Jason Springs,North Paulamouth,WY,45514,2012-08-09
cust_000170,LLC,Brown Group,,10-9642613,8239 Angela Trail Suite 888,South Jose,VI,48769,2002-06-08
cust_000171,Corporation,Crawford-Gutierrez,,31-2540615,26967 Sandra Ports Apt. 344,Lintown,MT,15589,2004-02-28
cust_000172,Individual,Megan,Long,104-07-2652,87906 Cowan Run Suite 241,Port Davidhaven,KS,18722,1953-12-30
cust_000173,Individual,Tracy,Chapman,578-13-9157,629 Marquez Highway,Stoneport,OR,98455,2007-07-28
cust_000174,Individual,Crystal,Bowen,728-07-1021,0267 Hunter Loaf,Yuberg,FM,24710,1990-05-19
cust_000175,LLC,Bowman-Henry,,12-5026922,9197 Williams Walk,South Amybury,AZ,99825,2002-11-26
cust_000176,Individual,Nancy,Anderson,002-85-5024,564 Kenneth Port,Albertville,AK,51256,1996-01-23
cust_000177,Individual,William,Hunt,459-05-4274,89511 Mark Walk,West Phyllis,VA,84357,1951-01-20
cust_000178,Individual,Laura,Robertson,785-45-4042,84815 Brandon Harbor Suite 041,Port Sherri,WY,82531,1992-08-01
cust_000179,Corporation,Peterson PLC,,15-3173117,37422 Kayla Islands Apt. 611,Butlerland,AK,05519,2002-06-06
cust_000180,Individual,Joshua,Moreno,880-81-5738,35511 Tammy Causeway,Port John,LA,66627,1997-08-26
cust_000181,Partnership,Turner-Shaw,,43-3098046,371 Esparza Harbors Suite 350,Meganhaven,VA,95506,2003-04-16
cust_000182,Individual,Sherry,Johnson,814-04-7759,69678 Michael Drive Suite 022,Aguilarfort,OR,24236,1969-10-07
cust_000183,Individual,Danielle,Clark,445-74-4655,363 Griffin Way,Robertview,MP,09088,1975-10-01
cust_000184,Individual,William,Potter,100-73-5347,1516 Megan Pines,South Anthony,NV,79701,1939-04-17
cust_000185,Individual,Gregory,Smith,288-72-7865,925 Walls Landing,South Alisonport,RI,18059,1972-12-26
cust_000186,Individual,Jon,Leonard,492-65-9161,54181 Xavier Hollow,Barrerafort,MP,34776,1982-09-29
cust_000187,Individual,Daniel,Martin,254-94-1200,67278 Mario Cove Suite 919,Port Daniel,SC,86156,1990-09-14
cust_000188,LLC,Elliott-Sanders,,50-7539870,99322 Heather Overpass Apt. 742,Hornmouth,AL,92173,2006-02-02
cust_000189,Individual,Colin,Taylor,826-42-6168,3006 Rice Alley,East Christina,KY,38782,1974-05-04
cust_000190,Individual,Jonathan,Hernandez,812-19-5053,4715 Miller Throughway,Port Dianaberg,NV,41711,1975-09-17
cust_000191,Individual,James,Rodriguez,686-33-8718,13868 Carter Row,New Louis,MT,67577,1955-01-16
cust_000192,Corporation,Jimenez-Davis,,66-5937894,1808 Melissa Locks,Castilloview,MD,50050,2022-07-27
cust_000193,LLC,Cruz-Kline,,56-6934159,367 Blanchard Hollow Apt. 493,Herreraview,MS,61011,2008-10-11
cust_000194,Partnership,"Obrien, Frazier and Wheeler",,23-9914363,7249 Eric Mount,South Amyberg,TN,32775,2007-08-07
cust_000195,Individual,Carlos,Cook,675-88-3056,69636 Parker Squares Apt. 369,Kevinshire,NM,35113,2005-12-11
cust_000196,LLC,Johnson-Williams,,02-5437302,97831 Kelley Shore,Susanhaven,GU,94171,2023-02-03
cust_000197,Individual,Samuel,Thomas,604-71-2593,7630 Justin Street Suite 345,Port James,ID,14653,1994-11-09
cust_000198,Individual,Philip,Johnson,054-77-0752,490 Terry Ranch Apt. 967,North Elizabeth,NH,42740,1993-11-22
cust_000199,LLC,"Rodriguez, Johnson and Hall",,01-2948071,910 Lauren Crossroad Suite 871,North Dakota,WY,49615,2018-03-26
cust_000200,Individual,Rodney,White,116-83-7020,16949 Deborah Key Apt. 612,Lake James,TX,54610,1994-09-24
cust_000201,Individual,Zachary,Ruiz,789-14-5000,232 Mary Station,North Danielle,DE,68203,1992-03-29
cust_000202,Individual,Wesley,Mccall,472-47-6930,70400 Perez Lane,Brownhaven,ID,15085,1955-01-13
cust_000203,Individual,Andrew,Castro,586-58-6383,46494 David Dale,Fordmouth,MD,13251,1994-08-10
cust_000204,Partnership,Mendoza-Hill,,35-8087292,0030 Tristan Turnpike,Boydland,ME,74199,2013-08-11
cust_000205,Individual,Douglas,Lee,772-38-6173,816 Floyd Green,Donnamouth,NV,82654,1971-01-18
cust_000206,Individual,Philip,Ross,375-60-8503,235 Aimee Mill Apt. 878,South Don,MH,18585,1936-03-10
cust_000207,Individual,Tammy,Horne,221-77-1740,26322 Brittany Ferry Apt. 590,West Stephanie,NE,45118,1968-06-19
cust_000208,Individual,Courtney,Williams,364-89-9327,37187 Courtney Landing,Cartershire,FL,17187,1973-06-28
cust_000209,Individual,Marcus,Hill,499-38-7193,161 Amy Forks Suite 239,Debrafurt,VT,38891,1948-04-10
cust_000210,Corporation,Thornton Ltd,,62-1853575,909 Mason Mission,Port Antonioport,HI,31573,2000-12-06
cust_000211,LLC,Simmons and Sons,,84-8429767,231 Jason Port Apt. 263,Shaneborough,WV,85840,2012-07-06
cust_000212,Individual,Andrea,Simmons,755-24-5479,196 Wheeler Ridges,West Michael,TN,08997,2003-11-08
cust_000213,Corporation,Shaw Inc,,74-2412213,095 Miguel Road,Warrenchester,TN,46997,2000-04-26
cust_000214,LLC,Andrews PLC,,57-0505536,49928 Lopez Points,New Kevinberg,WA,86233,2001-06-29
cust_000215,Individual,Shawn,Larson,577-69-3191,4763 Brown Island,Danielchester,MT,58665,1963-04-02
cust_000216,LLC,"Sharp, Lewis and Conrad",,63-3051379,655 Williams Trail,Justinberg,TX,60383,2018-12-15
cust_000217,Individual,Hannah,Taylor,660-61-3169,8477 Nicole Landing,Jamesberg,ME,06514,1969-11-11
cust_000218,Individual,Melanie,Bennett,322-20-4446,50826 Silva Crossing,Crystalmouth,OK,98718,1985-08-07
cust_000219,LLC,"Cervantes, Lozano and Walter",,94-3968546,36541 Rose Viaduct Suite 288,South Juliatown,FM,72951,2000-09-03
cust_000220,Individual,Regina,Thomas,072-23-9373,16740 Jennifer Glen,Martinshire,NH,39309,1955-07-26
cust_000221,Individual,Shelley,Myers,210-93-2111,0305 Martin Bypass Apt. 613,Mcclureton,IL,13983,1997-12-17
cust_000222,Individual,Michael,Hood,122-97-2868,175 Savannah Way Suite 836,Sherryport,VT,95914,1970-03-24
cust_000223,Individual,Karen,Smith,381-46-7399,42707 Rice Inlet Apt. 900,South Thomas,NV,93570,1949-03-12
cust_000224,LLC,Watkins PLC,,67-8955075,792 Wallace Port,Ronaldberg,MT,13078,2015-11-23
cust_000225,Individual,Kyle,Davis,369-52-5928,63183 Bennett Camp,Kennethberg,PW,08069,1982-12-26
cust_000226,Individual,Antonio,Parrish,599-45-2289,543 Gardner Locks,New Melaniemouth,DC,66905,1961-03-09
cust_000227,Individual,Alexandra,Taylor,407-45-6716,1459 Hughes Hill Suite 460,Robinmouth,LA,94929,1961-01-24
cust_000228,Individual,Cristina,Gomez,864-86-6210,63319 Daugherty Valley,Karenfurt,AK,84309,1940-11-24
cust_000229,LLC,Aguilar Inc,,40-5737882,911 Stephanie Lodge Apt. 475,Michaelfort,OH,96923,2000-03-19
cust_000230,Individual,Whitney,Watts,237-03-3653,3457 Rodriguez Inlet,Lake Sarahfurt,CT,20842,1977-02-21
cust_000231,Individual,Renee,Gilbert,154-74-9198,902 Carter Center,New Pamela,RI,26802,1948-03-05
cust_000232,Corporation,Martin Group,,71-0099957,16548 Hicks Field Suite 417,Myersmouth,RI,64004,2015-08-20
cust_000233,Individual,Douglas,Howe,735-63-4127,56255 Thomas Tunnel Apt. 057,West Terryberg,TN,49284,1958-12-19
cust_000234,Individual,Nicholas,Hammond,761-37-9420,1138 Pearson Lake,Port Tammie,ND,30841,1961-07-24
